LABEL,TEXT,URL,EMAIL,PHONE
smishing,order id  accepted by desi mealz  indiranagarwill be delivered within  mins for status  call  ext  or mail at feedbackjusteatin download our android app to get the best offers httptinyurlcomkvmyutl,No,No,No
ham,I wont do anything de.,No,No,No
spam,last  days to get flat rs off on your next  taxiforsure rides in delhi  ncr book taxiforsure on the ola app httpbitlyolacabs use code dl tca,No,No,No
spam,last day offerget rs  cashback on spends above rs  at bigbasket via payzapp in one clickst time user get rs extradownload apppayzappintc,No,No,No
ham,Good. Good job. I like entrepreneurs,No,No,No
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,No,No,No
smishing,enjoy the wide range of pizzas at dominosbuy one pizza  get one pizza free call cpn dystw vldjantc,No,No,No
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!,No,No,No
ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,No,No,No
spam,AusPost Your delivery from APL Pty Limited be unlikely to arrive today We 'll deliver it as soon as possible See option at http://mypo.st/ WF2-56Zp2wa,Yes,No,No
smishing,"[I.R.S] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.tax-helping.com",Yes,No,No
spam,secret coupon  use save and avail flat rs off on yepme salwaar kameez sets  shop now httpysmrtlnkinmuypvim,No,No,No
smishing,Westpac Your account have be temporarily restrict To continue use our service visit http://wpb.mobile confirmation.services to confirm your device,Yes,No,No
spam,Parcel AU95047321 Parcel be wait Track bit.ly/au950,No,No,Yes
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,No,No,No
smishing,first specialist consultation free and get disc basis ur age on all tests and procedures at hcl avitasif ur  get  offcall  to book appointment,No,No,No
ham,I'm at home. Meet u here�,No,No,No
spam,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",No,No,No
smishing,dear customer get extra  off www firstcry com only with your hdfc bank credit card use code fchdex valid jul aug  t c http bit ly iqytoj,No,No,No
smishing,mb g data   days download latest tamil songs free httpwynkinmutn on wynk music data charges apply,No,No,No
spam,Capital Quickly Khadija Working capital LOC available Minimal requirement Up to 750k How much would you need for your business,No,No,No
ham,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:""Dont wake up early in d mrng'' GOOD night",No,No,No
spam,stdlocal sec xtra recharge with rs  get  stdlocal second for  day offer valid for today unlimited local calls  for validity check,No,No,No
ham,"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\""""",No,No,No
spam,flash sale gb g  rs only recharge with g net pack at rs  get gb g data valid for  days offer available on erecharge mode only,No,No,No
ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,No,No,No
spam,Welcome to 100MB Mobile Data plan,No,No,No
smishing,INTERFLORA - ÂIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,No,No,Yes
smishing,successfully be vaccinate with your Precaution Dose with COVISHIELD on XX-XX-XXXX at 03:10 PM You may download your vaccination Certificate from http://cowin.gov.in COWIN,Yes,No,No
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,No,No,No
spam,moksha spa offer on packagespamper ur body  soul enjoy hot oil massage trained therapist luxury rooms steam  showervsant vhr nr priya,No,No,No
ham,"Yes but i dont care! I need you bad, princess!",No,No,No
ham,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",No,No,No
ham,Dont know you bring some food,No,No,No
spam,We've gone insane.. Matlab 80% Discount on Original Branded Sneakers??? Shop now before we change our mind! Visit: https://bit.ly/Swag10-10,Yes,No,No
ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",No,No,No
smishing,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls Ã¥Â£1/minMobsmoreLKPOBOX177HP51FL,No,No,Yes
spam,back to summers men blazers starting rs only on askmebazaar pay through mobikwik wallet  get  cashback httpgooglbrut,No,No,No
spam,You have successfully opted out of Enhanced Pulse. To opt in again,No,No,No
ham,Can u get pic msgs to your phone?,No,No,No
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,No,No,No
smishing,donot miss book home nr metro vaishalinoida panchsheel kaun banega luckpati offr disc upto  l win free home get asured prize offrtill,No,No,No
spam,good things doesnt stay long get upto  off  americanswancom men httpgooglieb women httpgooglsxklxk happy shopping,No,No,No
ham,Yeah but which is worse for i,No,No,No
spam,happy dhanteras  swarn shikha jewellers wishes you a happy dhanteras get lowest rate  of gold todays  hallmark rate   only do not go for offers,No,No,No
spam,Private video stolen: we're asking for your help to find out who has done this and * why. https://www.mexedap.vn /b/eu/?p5q.07&90f-SnL7T,Yes,No,No
ham,"Good stuff, will do.",No,No,No
spam,aircel offers for you  tt  validity d  localcalls pm d cb   tt  d  recharge now hurry,No,No,No
smishing,"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.direct-capitals.com (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service.",Yes,No,No
ham,Kothi print out marandratha.,No,No,No
smishing,Truth Social be ACTIVE but your Gold Patriot status IS N'T Saveyour reputation click HERE to update http://nrsc.app /1JVcmtK8 Stop2End,Yes,No,No
smishing,hi  sri jagdamba invites you for a special preview of new collection of jewellery exclusive offer  discount are applicable on new collection also for free cab pick updrop to store facility  please callwhatapp  valid till th jan  tc apply,No,No,No
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",No,No,No
smishing,"Dear friend, we invite you tojointhecryptocurrencyinternal discussion group. And teaches you how to earn 1000-5000US per day in the cryptocurrency market. Reply ""OK"", Please click on the ""link""belowtojoin https://chat.whatsapp.com/DtlvGProbBcHz85dCOol44",Yes,No,Yes
smishing,Good Day Sir Madam I 'm Chris from HLB Bank We 're offer you RM250K Personal Financing i Kindly reply YES to know more Thank You,No,No,No
spam,body massagesignature therapies authentic thai therapiesbythai therapist    gujs famous spa now in surat rswid membership ghoddodroad,No,No,No
smishing,Thx for INB txn of Rs.20000 frm A C X4804 to Paytm Paym ... Ref IGAHVDEPX9 on 07Jan20 If not do fwd this SMS to XXXXXXXXXX to block INB or call XXXXXXXXXX,No,No,No
smishing,Dear Customer Your Sbi Card Points Worth INR XXXX Expire by Today Kindly Redeem Your Points in Cash by click her rewardspoint.in,No,No,No
smishing,Watch your favorite Movie  News & Sports channels  WIN a DSTV Walka 7! Answer simple questions correctly and be rewarded with a product  DSTV Walka 7  Jerserys  Footballs and more. Text GOL to 5030 T&Cs apply.,No,No,No
spam,Our thoughts create our atmosphere. People who are soaked in the world have occasional noble thoughts.,No,No,No
ham,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!,No,No,No
ham,K.k:)apo k.good movie.,No,No,No
ham,I am waiting machan. Call me once you free.,No,No,No
smishing,A Â£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a Â£400 reward. Just call 09066380611,No,No,Yes
ham,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",No,No,No
smishing,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. Â£1.50 increments. Help08718728876",No,No,Yes
spam,EA774980313UK be ready to be dispatch Please settle the 2.99 GBP ship fee via http://royalmail-reroute -uk.com,Yes,No,Yes
smishing,the shoe cult by vero couture flat  off on bellies  wedges  heels  flats  sandals styletag tc apply no promo code reqd visit httpgooglfdtx,No,No,No
spam,Bendigo Bank Your access to e-banking have be suspen http://bendigobank.com.au.brestore.id/,Yes,No,No
smishing,Dear Customer Your AIRTEL SIM Card KYC DOCUMENT Verification Has be Pending Please Update your KYC Call Customer Care XXXXXXXXXX immediately Your sim will be deactivate within XX hour Thanks you .. AIRTEL Team,No,No,No
smishing,hyundai  yrs celebrationexchange your santro with grandxcentverna  get a chance to win  cash backbenefits upto rs missed call   tc,No,No,No
spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at å£350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",No,No,Yes
smishing,Dear customer your PATY 'M KC Y haas ben e'xpire today please call customer care XXXXXXXXXX immeditely your PATY 'M acount bloked 24hrs THANK YOU,No,No,No
ham,"Hiya, had a good day? Have you spoken to since the weekend?",No,No,No
smishing,get upto  off on frames  upto  off on lenses at all titan eyeplus stores from may thjun th call  to locate the nearest store tc,No,No,No
ham,How much she payed. Suganya.,No,No,No
smishing,Dear customer your KOTAK Visa Card point worth INR XXXX expire by today Kindly point in cash by click here http://kotakpointz.com/,Yes,No,No
smishing,EE We have be unable to process your payment on your late bill To avoid termination update your detail here http://eeredirect.info/ e=2,Yes,No,No
smishing,free data offer for you  recharge  mb g data free  rch gb g data free all valid daysreliance gsm,No,No,No
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,No,No,No
ham,"Yeah, we got one lined up for us",No,No,No
spam,introducing deeptissuebangkok delight swedish massageothers    thai therapistfor rsonly memberships castlespa experts inspa,No,No,No
smishing,Stop     EVERTON  ARSENAL  NEWCASTLE,No,No,No
smishing,your olympiad coach dear parent  wwwmapmystepcom is indias most trusted website for online preparation of  olympiad exams  talent exams  academic exams subjects mathsscienceenglishcomputers  reasoning subscribe for chapterwise  mock test packages  get  off  code dp call,No,No,No
smishing,luxrious hme in a gated society   parks  jogging tracks  club  play area for kids   bhk appts in nida extlac  discunt lac  near metr  call,No,No,No
spam,rs  off when you order from restaurants on swiggy use code p on your st swiggy order above rs  order now bitlytim tca data charges apply,No,No,No
spam,Vision without action is a day dream  Action without vision is a nightmare.,No,No,No
spam,too good to be true men shoes upto  off httphttpmjabngkxpge  get flat  off on women apparel httphttpmjabngqtbbd shopsalesmile,No,No,No
smishing,pantaloons flat offon a wide range of mens  women brands only    jan experience indias most trusted family apparel retail store in thrissurtc,No,No,No
ham,I anything lor. Just let me know..,No,No,No
ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",No,No,No
smishing,"Today is Oladipupo Olawale Adisa's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!"".",No,No,No
smishing,"Wait is Over! New Metro City Â Gujar Khan Official A South & B Block Updated Map Has Been Revealed. Click the Link Below to Download New Metro City - A South & B Block Updated Map.
https://shorturl.at/blrJZ Stay Tuned for More Updates!",Yes,No,No
spam,The Winter Clearance Sale has arrived Upto 75% OFF on designer outfits.Til stock lasts https://xxxxx,Yes,No,No
spam,flashsale exclusive baltra mixer grinder with  jar and  year brand warranty rs httpgooglfynym extra  mobikwik cashback askmebazaar,No,No,No
spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,No,No,Yes
smishing,hi shalini sundi thank you for dialling  special offer for you is talk to stars to subscribe  dial toll free now,No,No,No
ham,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,No,No,No
smishing,Nollywood actress  Funke Akindele is engaged & ready to walk down the aisle again! Who is the lucky guy? For more Nollywood gist  Text IROKOTV to 33300 @ N50/wk,No,No,No
smishing,dear customer  now pay your mobile  check account balance  raise service request  subscribe any product only through aircel app download app by clicking on wwwaircelcommobileapp,No,No,No
smishing,HPGas refill deliver on 10.02.20 Cash Memo no.1397383 To get your 2nd cylin der DBC please give a missed call i9951333333,No,No,Yes
smishing,we at dewan realtors help and share the information that is critical to select your dream home for free consultancy contact  ajay sharma,No,No,No
ham,Love it! I want to flood that pretty pussy with cum...,No,No,No
smishing,On your main balance  your credit is 200.39NGN,No,No,No
spam,Hi Anjana Amazon urgently recruit for part-time job you can earn XXXX-XXXXX Rs every day add Whatsapp wa.me/639952937113 -Bbis,No,No,Yes
smishing,Hey its Lisa from the bank Based on our conversation here be the link you be interested in wh7tc.xyz/,No,No,No
ham,Oh that was a forwarded message. I thought you send that to me,No,No,No
spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, å£3 per pole. UnSub 08718727870.",No,No,Yes
ham,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,No,No,No
ham,Does she usually take fifteen fucking minutes to respond to a yes or no question,No,No,No
smishing,your iphone just got smarterintroducing all new payzapp on ios avail great offers  experience one click payments at new partnersdownload at apppayzappin,No,No,No
spam,flat  cashback on diapers  babyoyecom use codedcb shop now httpsbitlybodcb minimum diaper purchase of rs tc,No,No,No
ham,What time. IÛ÷m out until prob 3 or so,No,No,No
smishing,annu im using hike  an awesome new free messaging app download the app at httpgethikein to start messaging me for free    if annu is spamming you  reply block,No,No,No
smishing,Dear SBI user Your SBI YONO Account will be block today Please click here to link update your PAN CARD Number immediately http://bit.ly/3EAOOSf,Yes,No,No
spam,Code FLAT10 for extra XX off Shop Now bit.ly/3jMLHhs,No,No,No
spam,Now Get*SAUNA SLIM BELT(Rs650)&*VIBRATION+SAUNA BELT(Rs999)NCR(Rs50 Extra)*Reduce FAT(5 inch)+Free SLIM.TEA PH:7827450410/9268250573,No,No,Yes
ham,Also hi wesley how've you been,No,No,No
ham,"Fuuuuck I need to stop sleepin, sup",No,No,No
ham,Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic,No,No,No
smishing,flat on rent bhk naked nr judges bunglow  mansi to bodakdev road  rent family     flat on rent bhk fully furnish  nr starling hospital  gurukul road  rent family and girls allows    flat on rent  bhk semi furnished  nd floor  gurukul  road family  girls allows      flat on sale  bhk st floor  fully furnish   lk nego gota,No,No,No
smishing,your account was credited with rs cash voucher we are bringing it back on popular demand for today only use lucky above rs  lenscartcomoff,No,No,No
smishing,get  instant cashback max  on easyemi transactions done on http www ebay in only on your hdfc bank credit cards offer valid from th july to st july use coupon code hdfcezem and select emi option at the time of transaction t c apply,No,No,No
smishing,lose weight through real food book a free consultation truweight  get a sample super food kit free hurry limited period offer call  nowtc,No,No,No
ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,No,No,No
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins",No,No,No
ham,Am I the only one who doesn't stalk profiles?,No,No,No
ham,I'm leaving my house now. Will reach in half an hour�,No,No,No
ham,He didn't see his shadow. We get an early spring yay,No,No,No
smishing,balance for airtel digitaltv id  is rs  valid till apr recharge now with rs and earn rs bonus ignore if done alreadytc,No,No,No
spam,dear customer  merry christmas get extra talk value upto  on topup offer till hurry up,No,No,No
spam,lowest price more value now get online  mb g valid for days rs  mb g valid for days  rs  g internet offer from vodafone,No,No,No
smishing,100% South Africa visa guaranteed+residence to stay  (upon request).Canada and USA visas available. Are you interested? If yes then call 08188959990.,No,No,Yes
ham,I dont know exactly could you ask chechi.,No,No,No
ham,Good. do you think you could send me some pix? I would love to see your top and bottom...,No,No,No
ham,Pls i wont belive god.not only jesus.,No,No,No
ham,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,No,No,No
ham,And I don't plan on staying the night but I prolly won't be back til late,No,No,No
spam,my diet gives measurable results get  off on weightloss  skin glow plan worth rs  freeanjali mukerjee health totalsms  anjali  to,No,No,No
spam,full talk time offer get rs talk time with recharge of rs  rs instant  rs within hrs vodafone offer valid till next  days,No,No,No
spam,valentines day  special offer  shop from your favorite choice of collection   get  discount on all products  hurry to gulalwadi  valid till  feb,No,No,No
ham,Oh dang! I didn't mean o send that to you! Lol!,No,No,No
smishing,somsubhras  sent you a sticker    sent free from hike reply at standard sms rates    download hike at httphikein to chat for free,No,No,No
ham,"Uh, heads up we don't have THAT much left",No,No,No
smishing,"Preparing for vacation can be stressful, follow these travelling tips for a perfect getaway! Click the link: http://l.jazzmobilemag.pk/PmLDPO9/8141",Yes,No,No
smishing,You are a winner U have been specially selected 2 receive Â£2000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910,No,No,Yes
spam,for acres of forested residential gated township in heart of city at chembur     bhk aptsrhubtown seasonsrcall   httpsgoogljxle,No,No,No
smishing,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,No,No,Yes
ham,K..k..any special today?,No,No,No
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,No,No,No
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,No,No,No
spam,do you remember ravi yadav had sent us a long mail before the elections saying that we should not campaign now  we should not indulge in negative campaigning and that they wont support any single person and more such falana falana do you have that mail if so could you forward it to me i deleted it that time,No,No,No
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,No,No,No
smishing,Best Buy Reply Y to get automated promotional text for special offer sale more at this not a condition of purchase.Terms apply http://b.3c.com/3J6Wmw9Best Buy Sorry we do n't understand your response Please try again Text YES to join STOP to opt-out Reply HELP for help or call X-XXX-XXX-XXXX,Yes,No,No
spam,dont miss hr supersaver sale pm  pm today flat  off on grocery save upto rs use code ss for this offer wwwaskmegrocerycom tc apply,No,No,No
spam,Dear Citizen Your Covid19 report from DMRR be at block.dmrr.mahaonline.gov.in/report id=5f324c,No,No,No
ham,"I prefer my free days... Tues, wed, fri oso can... ÌÏ ask those workin lor...",No,No,No
ham,on a Tuesday night r u 4 real,No,No,No
smishing,bhk   lac at central noida best price guaranty book home  chance to win a honda city lots of prizeassured gift call,No,No,No
smishing,carry your cash with a style shop for unique men wallets  bags available under rs  hurry  offer till midnight shop now visit appkraftly,No,No,No
smishing,booked today our stock tip zee entertainment profit rs    zee option profit rs  to subscribe visit wwwonesmarttradecom or call,No,No,No
ham,At WHAT TIME should i come tomorrow. Please confirm,No,No,No
smishing,A new device have be register for your PAYPAL account If you do not make this change please visit http://paypal-safety payment.org,Yes,No,No
ham,Send me yetty's number pls.,No,No,No
spam,"Last 24 Hours to avail End of Season Sale - Upto 75% OFF on Designer Lawn, Festive Wear & more. Hurry up & Shop https://XXXX.",Yes,No,No
ham,Realy sorry-i don't recognise this number and am now confused :) who r u please?!,No,No,No
spam,beat monday blues with pizzas superpowers celebrations have begun with the foodpanda cuisine festival get up to  off order now httpsgooglckspxd,No,No,No
ham,"Yo, the game almost over? Want to go to walmart soon",No,No,No
smishing,mgs ford akshaya tritaya offer gold coin on every booking of ford car offer valid till th may book your car today call us at   tc,No,No,No
spam,weekly supplies for your home get them all home delivered with askmegrocery use flat for  off  extra  mobikwik cashback visit httpgooglmoqxx,No,No,No
ham,How i noe... Did ü specify da domain as nusstu... Ü still in sch...,No,No,No
smishing,Dear Please visit http://ledger.legal website and update Ledger firmware as the previous one have a bug with the risk of lose asset 18min a Vodafone o,Yes,No,No
smishing,surya heights pay  and rest on possesssion  bhk at  lac bhk at  lac near abes college nh  shops also available call,No,No,No
ham,"Haha better late than ever, any way I could swing by?",No,No,No
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience.,No,No,No
spam,EE We be unable to process your late bill In order to avoid fee update your bill information via http://ee.uk.billing45.com/ ee X,Yes,No,No
smishing,mayur  hii    sent free from hike reply at standard sms rates to allow mayur to keep messaging you    download hike at httphikein to chat for free,No,No,No
spam,"Wellness Profile -health checkup from Thyrocare: Covers heart, thyroid, kidney, liver, diabetes & more. 63 Wellness Tests @home service with 33% Disc. : 09222201004",No,No,Yes
ham,Where's my boytoy? I miss you ... What happened?,No,No,No
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",No,No,No
smishing,Today 11:11 All your transaction be suspend You must confirm your device imme diately Follow posb security.com/sg/ online XX,No,No,No
smishing,Dear customer Flipkart dhamaka offer Your name to open the lucky draw X Mahindra XUV500Car X nd be Payment XXXXXXX The charge of registration service payment XXXX contact us MD XXXXXXXXXXX,No,No,No
spam,you ve recharged with rs enjoy loc idea callspmin   days super offer only today rc  local mob pmin  validity  days,No,No,No
spam,take home electronics with emis starting as low as rs   ezone last  days to get  cashback on icici bank card   payback points valid till  apr tnc,No,No,No
ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,No,No,No
spam,www.EaseMyTrip.in Lowest Fare Challenge Book Ticket 7 Days Advance and get upto 65% OFF USE PROMO CODE AIR345 TO SAVE UPTO Rs.1000/- on Air Ticket E,Yes,No,No
spam,introducing mobikwik recharge weekdays get rs cashback on rs prepiadpostpaid tx tuesdayidea day  codeideatue hurry httpbitlykwikmbk tc,No,No,No
spam,shop for rs or more snapdeal mobile app get  cashback with hdfc bank debitcard get extra rs cashback on thursdays in july max benefit rs t c,No,No,No
ham,Staff of placement training in Amrita college.,No,No,No
ham,"Yup, no need. I'll jus wait 4 e rain 2 stop.",No,No,No
smishing,now beauty wins you more than just attention only till mar   get up to  back as reward points visit your nearest lakme salon to know more tc,No,No,No
spam,best dealsflashsale creative sbs  speakerrs httpgooglgfrk arise fullhdledtvrs httpgoogldct zero cost emi offers also available,No,No,No
spam,"VALENTINE OFFER! Get SHARP 24"" LED @ 25 990/ & A SPECIAL DISCOUNT ON SAMSUNG A/C:IKEJA CITY MALL 08023663840 ALLEN AVENU 08129121623  HURRY LIMITTED STOCK ONLY!!!",No,No,Yes
smishing,If your number ends in 5 &you received this SMS TODAY 07/07'Centenary World Cup' chose you to participate for N 100 0 000!Send WIN to 35777!N100/SMS,No,No,Yes
smishing,free  loc secs loc tt secs recharge stv  and get  loc secs tt loc secs free for days more offers dial  free insurance,No,No,No
ham,She doesnt need any test.,No,No,No
ham,I notice you like looking in the shit mirror youre turning into a right freak,No,No,No
spam,republic day special offers rs    gb for  days  rs    gb for  days  rs    gb for  days limited period offer idea g ippol g nirakkil,No,No,No
ham,I come n pick ü up... Come out immediately aft ur lesson...,No,No,No
ham,After completed degree. There is no use in joining finance.,No,No,No
ham,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",No,No,No
spam,Dear Mr/Ms I be a Project Manager We be hire for part/full time job Now you can earn PHP.2999-6999 every day Apply now wa.me/ XXXXXXXXXXXX,No,No,Yes
spam,enjoy full body massage by young trained female therapist with aroma oils in scented luxury rooms at crown spa m market gk cal,No,No,No
ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),No,No,No
spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ÃÂ¼1.20 POBOXox36504W45WQ 16+",No,No,No
ham,What happen dear tell me,No,No,No
ham,"It could work, I hope so�I am sure that we'll reach a decision at the next meeting",No,No,No
ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",No,No,No
smishing,make a free call on   hear everyday best deals from walmart best price or visit httpbpinpijqg to buy order now tnc,No,No,No
smishing,your one stop  grocery shop amul  surf excel  horlicks  emami oil  more flat  offextra  on mobikwik  use codess wwwaskmegrocerycom,No,No,No
smishing,XXXXXX be your Facebook password reset code or reset your password here http://fb.com/f/1FnTO8CMqGR92CX,Yes,No,No
smishing,high discount on smartphones call  to buy latest mobiles at great price also get deals on chargers  handsfree and on data cards call  at pmin,No,No,No
spam,LLOYDS BANK You have succesfully pair a NEW device on 23/12 at 18:15 If this be NOT you please visit http://de register mobilelogin.com,Yes,No,No
spam,Arriving today: your (d08) Amazon {s7} package. More info at,No,No,No
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,No,No,No
ham,"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\""""",No,No,No
spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",No,No,Yes
smishing,Did you request Google reset the password for todderick USER.com If not respond with STOP,No,No,No
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . .",No,No,No
smishing,"If you want to stop receiving messages, opt out here: https://prociramapode.cornia .php?",Yes,No,No
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid and doesn't like selling without me there and I can't be up there til late tonight",No,No,No
smishing,offer recharge with rs  or dial   get  ln sms for  daysoffernaya anubhav dher sari masti call me at offercall   win rs  tt,No,No,No
smishing,hi vishnu   download justdial app and win an ipad now     httpjsdlinapps  kotak mahindra bank ltd  rating alwar ho  ph  ph  ph  ph    read terms of contest httpjsdlinmobiletccontest,No,No,No
spam,JOIN:-Training+Certified+100%JOB-(Rs 3000 Off in group)SCJP-JAVA  Android  iPhone  Mainframe  MCTS.Net4  Oracle  SQT  Embedded.Miracle  B-12  Sec2  Noida  9311305845/6/7,No,No,Yes
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",No,No,No
spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",Yes,No,Yes
ham,They said Ì_ dun haf passport or smth like dat.. Or Ì_ juz send to my email account..,No,No,No
ham,Gam gone after outstanding innings.,No,No,No
smishing,pay bills with mobikwik between  pm today  get rs cashback min payment rs valid for first  users happynavratras httpmonelinkmeaafaad,No,No,No
smishing,koi tere khatirkhamoshiyan has been set as your caller tune for all at rs  days the service will get renewed on  to deactivate  sms stop to or call toll freeandroid user click on httphyperurlcoskt to download vodafone callertunes app for free holiday unwell etc tunes,No,No,No
spam,best the stains with askmegrocery get  off on detergents category use clean for  off  extra  mobikwik cashback visit httpgooglvmbg,No,No,No
spam,"Hi There, Your listed unlisted tokens are safe. you are only required connect your wallet to our node page to bridge your wallets. go to: connectionflix.com/wallet/ - Import your wallet to the node webpage",No,No,No
smishing,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min.",No,No,Yes
smishing,To collect your refund please fill out the attached form,No,No,No
